#    L    TT             EE             BB             TE          
   252    0.57410E-01    0.18489E-03    0.13686E-03   -0.12490E-02
   253    0.56484E-01    0.18659E-03    0.13695E-03   -0.12651E-02
   254    0.55546E-01    0.18830E-03    0.13699E-03   -0.12785E-02
   255    0.54597E-01    0.19001E-03    0.13700E-03   -0.12893E-02
   256    0.53637E-01    0.19172E-03    0.13696E-03   -0.12974E-02
   257    0.52668E-01    0.19343E-03    0.13689E-03   -0.13030E-02
   258    0.51691E-01    0.19514E-03    0.13677E-03   -0.13062E-02
   259    0.50706E-01    0.19684E-03    0.13662E-03   -0.13070E-02
   260    0.49715E-01    0.19853E-03    0.13643E-03   -0.13055E-02
   261    0.48718E-01    0.20021E-03    0.13621E-03   -0.13018E-02
   262    0.47717E-01    0.20188E-03    0.13595E-03   -0.12959E-02
   263    0.46712E-01    0.20353E-03    0.13566E-03   -0.12879E-02
   264    0.45705E-01    0.20516E-03    0.13533E-03   -0.12779E-02
   265    0.44696E-01    0.20677E-03    0.13497E-03   -0.12659E-02
   266    0.43687E-01    0.20836E-03    0.13458E-03   -0.12520E-02
   267    0.42678E-01    0.20992E-03    0.13415E-03   -0.12363E-02
   268    0.41671E-01    0.21145E-03    0.13370E-03   -0.12189E-02
   269    0.40666E-01    0.21294E-03    0.13322E-03   -0.11999E-02
   270    0.39665E-01    0.21441E-03    0.13271E-03   -0.11792E-02
   271    0.38668E-01    0.21584E-03    0.13217E-03   -0.11570E-02
   272    0.37676E-01    0.21723E-03    0.13160E-03   -0.11333E-02
   273    0.36691E-01    0.21857E-03    0.13101E-03   -0.11083E-02
   274    0.35713E-01    0.21988E-03    0.13040E-03   -0.10819E-02
   275    0.34744E-01    0.22113E-03    0.12975E-03   -0.10543E-02
   276    0.33784E-01    0.22234E-03    0.12909E-03   -0.10256E-02
   277    0.32834E-01    0.22349E-03    0.12840E-03   -0.99568E-03
   278    0.31895E-01    0.22459E-03    0.12769E-03   -0.96478E-03
   279    0.30969E-01    0.22564E-03    0.12697E-03   -0.93292E-03
